bookID,title,isbn,isbn13,language_code,  num_pages,publication_date,publisher
23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),1841581224,9781841581224,eng,654,2008-03-05T00:00:00,Birlinn
23763,The Collapse of the Third Republic,0306805626,9780306805622,eng,1082,1994-03-21T00:00:00,Da Capo Press
23774,Something Borrowed (Darcy & Rachel  #1),0312321198,9780312321192,en-US,322,2005-04-01T00:00:00,St. Martin's Griffin
23777,Something Borrowed  Something Blue,084394725X,9780843947250,eng,394,2000-06-01T00:00:00,Leisure Books
23784,The Major Plays,0451530373,9780451530370,eng,406,2006-12-05T00:00:00,Signet
23785,The Complete Plays,0393048853,9780393048858,eng,1060,2006-01-03T00:00:00,W. W. Norton & Company
23788,Anton Chekhov's Selected Plays,0393924653,9780393924657,eng,674,2004-10-25T00:00:00,W. W. Norton & Company
23790,Short Stories,0393090027,9780393090024,eng,384,1979-04-17T00:00:00,W. W. Norton & Company
23791,Ward No. 6 and Other Stories,1593080034,9781593080037,en-US,400,2003-07-01T00:00:00,Barnes  Noble Classics
23793,The Dark Descent,0312862172,9780312862176,eng,1011,1997-01-15T00:00:00,Tor Books
23796,The Medusa in the Shield,0812509668,9780812509663,eng,498,1991-11-15T00:00:00,Tor Books
23797,A Fabulous  Formless Darkness,0812509676,9780812509670,eng,608,1992-01-15T00:00:00,Tor Books
23799,The Dark Descent  Vol 1: The Color of Evil,0246136677,9780246136671,eng,304,1990-09-19T00:00:00,Grafton
23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,0143036971,9780143036975,en-US,320,2006-05-02T00:00:00,Penguin Books
23802,Bargaining for Advantage: Negotiation Strategies for Reasonable People,0140281916,9780140281910,eng,304,2000-06-01T00:00:00,Penguin Books
23809,The Silence of the Lambs and Red Dragon,1850522316,9781850522317,eng,534,1991-11-01T00:00:00,Peerage Books
23811,The Silence of the Lambs,0851708714,9780851708713,eng,96,2002-03-29T00:00:00,British Film Institute
23814,King Solomon's Mines (Allan Quatermain  #1),0812966295,9780812966299,eng,264,2002-12-10T00:00:00,Modern Library
23816,Mine  All Mine!: A Book About Pronouns,0698117972,9780698117976,en-US,48,1999-10-01T00:00:00,Puffin Books
23818,A Faith Like Mine,0756611776,9780756611774,eng,80,2005-08-15T00:00:00,DK Children
23824,Speaks the Nightbird (Matthew Corbett  #1),1880216620,9781880216620,en-US,726,2002-09-01T00:00:00,River City Publishing
23827,The Bishop's Boys: A Life of Wilbur and Orville Wright,039330695X,9780393306958,eng,608,2003-04-17T00:00:00,W. W. Norton  Company
23832,The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia,0399532978,9780399532979,en-US,272,2006-12-05T00:00:00,TarcherPerigee
23835,Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,0387222529,9780387222523,eng,182,2005-06-01T00:00:00,Springer
23837,Healing Therapies for Overcoming Insomnia,1565891740,798499100096,eng,175,2005-02-23T00:00:00,Crystal Clarity Publishers
23840,The Attraction,0843954116,9780843954111,eng,324,2006-04-01T00:00:00,Leisure Books
23841,Nightmare House (Harrow House  #1),084395177X,9780843951776,en-GB,340,2004-05-01T00:00:00,Leisure Books
23843,The Abandoned (Harrow House  #4),0843954108,9780843954104,eng,370,2005-05-01T00:00:00,Leisure Books
23845,The Nightmare Chronicles,084394580X,9780843945805,en-US,360,1999-09-01T00:00:00,Leisure Books
23846,Mischief (Harrow House  #2),0843947667,9780843947663,eng,359,2000-09-01T00:00:00,Leisure Books
23847,Purity (Dark Coming of Age  #1),1881475719,9781881475712,eng,118,2000-06-02T00:00:00,Cemetery Dance Publications
23848,The Hour Before Dark,0843951427,9780843951424,eng,370,2003-09-01T00:00:00,Leisure Books
23849,The Halloween Man,0843944390,9780843944396,eng,360,1998-10-01T00:00:00,Leisure Books
23856,The Sisters: The Saga of the Mitford Family,0393324141,9780393324143,eng,611,2003-05-20T00:00:00,W.W. Norton & Company
23859,Soldiers of Salamis,1582344728,9781582344720,eng,213,2005-01-10T00:00:00,Bloomsbury USA
23870,Spandau: The Secret Diaries,0026995018,9780026995016,eng,463,1976-02-05T00:00:00,Macmillan Publ. Co.
23875,El coronel no tiene quien le escriba,0307350436,9780307350435,spa,104,2006-02-07T00:00:00,Plaza & Janés
23876,Of Love and Other Demons,0517405091,9780517405093,eng,160,1995-05-02T00:00:00,Penguin Group (USA)
23877,Noticia de un secuestro,0307350509,9780307350503,spa,336,2006-02-07T00:00:00,Plaza y Janes
23878,Chronicle of a Death Foretold,140003471X,9781400034710,eng,120,2003-10-07T00:00:00,Vintage
23882,Ojos de perro azul,0307350517,9780307350510,spa,192,2006-02-07T00:00:00,Plaza y Janes
23884,The General in His Labyrinth,1400043336,9781400043330,eng,248,2004-10-26T00:00:00,Everyman's Library
23886,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,0307350363,9780307350367,spa,160,2006-02-07T00:00:00,Plaza y Janés
23887,The Autumn of the Patriarch,0060882867,9780060882860,eng,255,2006-03-14T00:00:00,Harper Perennial Modern Classics
23894,Cien años de soledad,0307350274,9780307350275,spa,512,2006-02-07T00:00:00,Plaza y Janes
23895,El amor en los tiempos del cólera,8467204362,9788467204360,spa,430,1985-01-01T00:00:00,Círculo de Lectores
23900,Relato de un náufrago,0307350401,9780307350404,spa,172,2006-02-07T00:00:00,Plaza y Janes
23903,Relato de Um Náufrago,8501011207,9788501011206,por,134,1995-04-15T00:00:00,Record
23912,The Complete Poems,0140422153,9780140422153,eng,1072,1977-11-24T00:00:00,Penguin Classics
23913,The Marriage of Heaven and Hell,0486281221,9780486281223,eng,48,1994-09-01T00:00:00,Dover Publications
23917,The Stranger from Paradise: A Biography of William Blake,0300100302,9780300100303,eng,632,2003-04-10T00:00:00,Paul Mellon Centre BA
23919,The Complete Stories and Poems,0385074077,9780385074070,eng,821,1984-08-15T00:00:00,Doubleday & Company  Inc.
23920,Complete Tales and Poems,0785814531,9780785814535,eng,864,2009-11-29T00:00:00,Castle Books
23922,The Edgar Allan Poe Audio Collection,0694524190,9780694524198,eng,5,2000-10-01T00:00:00,Harper Audio
23925,18 Best Stories by Edgar Allan Poe,0440322278,9780440322276,eng,288,1965-04-15T00:00:00,Dell
23926,Complete Poems (Library of Classic Poets),0517082454,9780517082454,en-US,128,2001-03-20T00:00:00,Gramercy
23928,Edgar Allan Poe A to Z,081604161X,9780816041619,eng,320,2001-04-01T00:00:00,Checkmark Books
23929,Selected Letters  1940-1956,0140234446,9780140234442,eng,656,1996-03-01T00:00:00,Penguin (Non-Classics)
23930,The Wild Boys,0802133312,9780802133311,eng,193,1994-01-12T00:00:00,Grove Press
23931,Nova Express (The Nova Trilogy  #3),0802133304,9780802133304,eng,192,1994-01-21T00:00:00,Grove Press
23932,Last Words: The Final Journals,0802137784,9780802137784,eng,273,2001-01-03T00:00:00,Grove Press
23937,The Soft Machine (The Nova Trilogy #1),0802133290,9780802133298,eng,184,1994-01-13T00:00:00,Grove Press
23940,Junky,0142003166,9780142003169,eng,208,2003-04-01T00:00:00,Penguin
23942,Queer,0330300164,9780330300162,eng,160,1998-12-17T00:00:00,Penguin Books
23944,Cities of the Red Night,0312278462,9780312278465,en-GB,332,2001-05-04T00:00:00,Picador
23945,William S. Burroughs  Throbbing Gristle  Brion Gysin,1889307157,9781889307152,eng,140,2008-01-10T00:00:00,Re/Search Publications
23946,Burroughs Live: The Collected Interviews  1960-1997,1584350105,9781584350101,eng,675,2001-12-07T00:00:00,Semiotext(e)
23948,My Education: A Book of Dreams,0140094547,9780140094541,eng,193,1996-06-01T00:00:00,Penguin Books
23950,Trainspotting (Mark Renton  #2),0393057240,9780393057249,en-US,340,2002-10-17T00:00:00,W. W. Norton  Company
23952,Trainspotting,0851708706,9780851708706,eng,96,2002-03-29T00:00:00,British Film Institute
23955,Trainspotting,2020336464,9782020336468,fre,344,1998-03-06T00:00:00,Seuil
23961,Marabou Stork Nightmares,0393315630,9780393315639,eng,288,1997-01-17T00:00:00,W. W. Norton  Company
23963,You'll Have Had Your Hole,0413728609,9780413728609,eng,76,1998-04-02T00:00:00,Bloomsbury Methuen Drama
23964,Ecstasy,2020416409,9782020416405,fre,358,2000-06-10T00:00:00,Points
23966,Filth,0393318680,9780393318685,eng,393,1998-09-17T00:00:00,W. W. Norton  Company
23968,The Female Brain,0767920090,9780767920094,eng,304,2006-08-01T00:00:00,Morgan Road Books
23975,Imaginary Friends,1400034221,9781400034222,eng,144,2003-03-18T00:00:00,Vintage
23979,Scribble  Scribble: Notes on the Media,0553122754,9780553122756,eng,163,1979-03-01T00:00:00,Bantam Books
23984,Life Amongst the Modocs,0930588797,9780930588793,eng,456,1997-01-01T00:00:00,Urion Press
23989,Devil's Backbone,0312925743,9780312925741,eng,448,1991-08-15T00:00:00,St. Martin's Press
24001,Soldados de Salamina,8483101610,9788483101612,spa,209,2001-09-01T00:00:00,Tusquets
24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,0307336131,9780307336132,eng,320,2006-03-21T00:00:00,Crown Business
24010,"Laguna  I Love You: The Best of ""Our Town""",1564741575,9781564741578,eng,285,1996-03-01T00:00:00,Fithian Press
24028,"Dirty Italian: Everyday Slang from ""What's Up?"" to ""F*%# Off!""",1569755663,9781569755662,eng,163,2006-10-28T00:00:00,Ulysses Press
24037,The Deep (Dive  #2),0439507235,9780439507233,eng,148,2003-07-01T00:00:00,Scholastic
24040,The Discovery (Dive  #1),0439507227,9780439507226,eng,141,2003-06-01T00:00:00,Apple Paperbacks (Scholastic)
24043,New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,0970312539,9780970312532,eng,160,2003-07-01T00:00:00,Gamble Guides
24047,The Stowaway Solution (On The Run  #4),0439651395,9780439651394,eng,160,2005-10-01T00:00:00,Scholastic
24048,The Abduction (Kidnapped  #1),043984777X,9780439847773,eng,144,2006-05-01T00:00:00,Scholastic Books
24050,The Fugitive Factor (On The Run  #2),0439651379,9780439651370,eng,160,2005-06-01T00:00:00,Scholastic
24052,Chasing The Falconers (On The Run  #1),0439651360,9780439651363,eng,154,2005-04-01T00:00:00,Scholastic  Inc.
24054,Losing Joe's Place,0590427695,9780590427692,eng,233,1991-10-01T00:00:00,Scholastic Paperbacks
24056,Something Fishy at Macdonald Hall (Macdonald Hall  #7),0590255223,9780590255226,eng,208,2000-09-01T00:00:00,Scholastic Paperbacks
24058,The Zucchini Warriors (Macdonald Hall  #5),0590441744,9780590441742,eng,208,1991-06-01T00:00:00,Scholastic
24060,The Contest (Everest Trilogy),0613589459,9780613589451,eng,137,2002-08-01T00:00:00,Turtleback Books
24062,The Deep (Dive Trilogy),0613674839,9780613674836,eng,148,2003-07-01T00:00:00,Turtleback Books
24064,No More Dead Dogs,0439294843,9780439294843,eng,180,2001-09-01T00:00:00,Scholastic Inc
24065,Radio Fifth Grade,0590419277,9780590419277,eng,192,1991-08-01T00:00:00,Scholastic Paperbacks
24066,The Climb (Everest Trilogy),061358466X,9780613584661,eng,151,2002-07-01T00:00:00,Turtleback Books
24073,The Contest (Everest  #1),0439401399,9780439401395,eng,96,2002-08-01T00:00:00,Scholastic Paperbacks
24079,Casino Royale (James Bond  #1),0340425679,9780340425671,eng,188,1988-10-01T00:00:00,Coronet
24087,The Eternal Flame (Merlin  #11),0399242139,9780399242137,eng,377,2006-10-19T00:00:00,Philomel Books
24089,The Ivy Tree,0803494661,9780803494664,eng,192,2001-02-01T00:00:00,Montlake Romance
24093,Street Magic (The Circle Opens  #2),0590396439,9780590396431,eng,300,2006-11-15T00:00:00,Scholastic
24094,Wolf-Speaker (Immortals  #2),1416903445,9781416903444,eng,344,2005-06-01T00:00:00,Simon Pulse
24096,Leonardo's Notebooks,1579124577,9781579124571,eng,352,2005-08-01T00:00:00,Black Dog & Leventhal
24100,The Golden Notebook,006093140X,9780060931407,eng,640,1999-02-03T00:00:00,Harper Perennial Modern Classics
24115,Gödel  Escher  Bach: An Eternal Golden Braid,0140289208,9780140289206,eng,777,2000-03-30T00:00:00,Penguin Books
24119,M Is for Mayflower: A Massachusetts Alphabet,1585360724,9781585360727,eng,40,2002-10-01T00:00:00,Sleeping Bear Press
24121,Mayflower Treasure Hunt (A to Z Mysteries: Super Edition  #2),0375839372,9780375839375,en-US,114,2007-08-28T00:00:00,Random House Books for Young Readers
24124,William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),0803724624,9780803724624,eng,40,1999-10-01T00:00:00,Dial Books
24126,Jennifer  Hecate  Macbeth  William McKinley  and Me  Elizabeth,1416933964,9781416933960,eng,128,2007-02-27T00:00:00,Aladdin Paperbacks
24127,Death of a Charming Man (Hamish Macbeth  #10),0446403385,9780446403382,eng,176,1995-07-01T00:00:00,Grand Central Publishing
24136,The Merchant of Venice,0521618754,9780521618755,eng,196,2005-08-01T00:00:00,Cambridge University Press
24137,Catherine  Called Birdy,0060739428,9780060739423,eng,224,2004-06-01T00:00:00,HarperTrophy
24147,How to Build a Time Machine,0141005343,9780141005348,eng,148,2002-07-02T00:00:00,Penguin
24149,Around the World in 8 1/2 Days (Judy Moody #7),0763628328,9780763628321,eng,157,2006-07-25T00:00:00,Candlewick Press (MA)
24152,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),0763626155,9780763626150,eng,176,2006-03-14T00:00:00,Candlewick Press
24154,Judy Moody Predicts the Future (Judy Moody  #4),0763623431,9780763623432,eng,160,2005-02-03T00:00:00,Candlewick Press
24155,Judy Moody Declares Independence (Judy Moody #6),076362800X,9780763628000,eng,160,2010-01-26T00:00:00,Candlewick
24156,Judy Moody Gets Famous! (Judy Moody  #2),0763619310,9780763619312,eng,126,2003-04-01T00:00:00,Candlewick Press
24157,Judy Moody Saves the World! (Judy Moody #3),0763620874,9780763620875,eng,160,2004-04-01T00:00:00,Candlewick Press
24172,Amelia's Notebook (Amelia's Notebooks  #1),1416909052,9781416909057,eng,40,2006-02-01T00:00:00,Simon  Schuster/Paula Wiseman Books
24173,Amelia's 6th-Grade Notebook (Amelia's Notebooks  #15),068987040X,9780689870408,en-US,80,2005-07-01T00:00:00,Simon  Schuster/Paula Wiseman Books
24178,Charlotte's Web,0064410935,9780064410939,eng,184,2001-10-01T00:00:00,HarperCollinsPublishers
24179,Charlotte's Web,0061127760,9780061127762,en-US,224,2006-10-31T00:00:00,HarperCollins
24180,Charlotte's Web,0060882611,9780060882617,en-US,192,2006-10-31T00:00:00,HarperCollins
24183,Charlotte's Web: Wilbur Finds a Friend,0060882816,9780060882815,eng,32,2006-10-31T00:00:00,HarperCollins
24188,Secrets of the Scorpion,1887953795,9781887953795,eng,96,2003-04-01T00:00:00,Alderac Entertainment Group (AEG)
24192,The Runaway Jury,0385339690,9780385339698,eng,358,2006-04-25T00:00:00,Delta
24196,The Boys Start the War (Boy/Girl Battle  #1),0440418410,9780440418412,eng,144,2002-01-08T00:00:00,Yearling
24198,The Boys Start the War  the Girls Get Even,0440409713,9780440409717,eng,10,1994-06-01T00:00:00,Yearling Books
24202,Boys Against Girls (Sweet Valley Twins  #17),0553175262,9780553175264,eng,104,1988-09-23T00:00:00,Bantam Books
24205,Boys Against Girls (Sweet Valley Twins  #17),0553155717,9780553155716,eng,104,1988-03-01T00:00:00,Bantam
24213,Alice's Adventures in Wonderland & Through the Looking-Glass,0451527747,9780451527745,eng,239,2000-12-01T00:00:00,Penguin Group (USA)
24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,0689847432,9780689847431,en-US,12,2003-10-01T00:00:00,Little Simon
24217,Alice's Adventures in Wonderland and Through the Looking Glass,1593080158,9781593080150,eng,286,2003-12-15T00:00:00,Barnes & Noble Classics
24218,Alice's Adventures in Wonderland,0763620491,9780763620493,eng,208,2003-03-01T00:00:00,Candlewick Press
24220,Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),0141439769,9780141439761,eng,378,2003-03-27T00:00:00,Penguin Books
24221,Alice's Adventures in Wonderland,0763608041,9780763608040,eng,207,1999-10-06T00:00:00,Candlewick Press (MA)
24223,The Art of Warfare,034536239X,9780345362391,eng,336,1993-03-02T00:00:00,Ballantine Books
24244,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),0446613444,9780446613446,eng,448,2003-12-01T00:00:00,Vision
24248,Black Ice (Ice  #1),0778321711,9780778321712,eng,377,2005-04-26T00:00:00,Mira Books
24249,A Cavern of Black Ice (Sword of Shadows  #1),076534551X,9780765345516,eng,769,2005-03-01T00:00:00,Tor Fantasy
24253,White Sky  Black Ice (Nathan Active Mystery  #1),1569473331,9781569473337,eng,284,2003-07-01T00:00:00,Soho Crime
24255,Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,1574231006,9781574231007,en-US,417,1999-07-01T00:00:00,Black Sparrow Press
24257,Thus Spoke Zarathustra,1845882423,9781845882426,eng,128,2006-12-01T00:00:00,Nonsuch Publishing
24268,A World Lit Only by Fire,0786160446,9780786160440,en-US,10,2007-03-01T00:00:00,Blackstone Audiobooks
24270,War Comes to Willy Freeman (Arabus Family Saga  #1),0440495040,9780440495048,eng,192,1987-01-01T00:00:00,Yearling
24271,Skellig (Skellig  #1),0440229081,9780440229087,eng,208,2001-09-11T00:00:00,Laurel Leaf
24273,Skellig: The Play,0340854332,9780340854334,eng,128,2003-11-13T00:00:00,Hodder Children's Books
24281,Les Misérables,0679600124,9780679600121,en-US,1260,1992-09-05T00:00:00,Modern Library
24283,Les Misérables,0449300021,9780449300022,eng,400,1982-12-12T00:00:00,Ballantine Books
24284,Les Misérables,0375403175,9780375403170,eng,1480,1998-03-31T00:00:00,Everyman's Library
24288,Les Miserables (Stepping Stones),067986668X,9780679866688,eng,112,1995-03-14T00:00:00,Random House
24296,Because Of Winn Dixie,0439250722,9780439250726,eng,182,2000-03-01T00:00:00,Candlewick Press
24297,At the Edge of the World (Crispin  #2),078685152X,9780786851522,en-US,234,2006-08-08T00:00:00,Little  Brown Books for Young Readers
24298,The Story of Avis,0813510996,9780813510996,eng,250,1985-06-01T00:00:00,Rutgers University Press
24300,Poppy,0689837186,9780689837180,eng,163,2005-05-03T00:00:00,Scholastic
24304,Poppy's Return,0060000147,9780060000141,eng,256,2006-08-22T00:00:00,HarperCollins
24305,The Secret School,0152046992,9780152046996,eng,176,2003-08-01T00:00:00,HMH Books for Young Readers
24307,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),0439178827,9780439178822,eng,128,2001-12-01T00:00:00,Scholastic Paperbacks
24308,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),0439178789,9780439178785,eng,144,2001-04-01T00:00:00,Scholastic Paperbacks
24309,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),0439353688,9780439353687,en-US,144,2002-12-01T00:00:00,Scholastic Paperbacks
24312,The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),1417629754,9781417629756,eng,144,2004-06-01T00:00:00,Turtleback Books
24315,Violet Makes A Splash (Sister Magic),0439872472,9780439872478,en-US,112,2007-07-01T00:00:00,Scholastic Paperbacks
24316,The Trouble With Violet,0439872464,9780439872461,eng,112,2007-07-01T00:00:00,Scholastic Paperbacks
24330,Knowledge Is Power (The Amazing Days of Abby Hayes: #15),1417629762,9781417629763,eng,97,2004-07-01T00:00:00,Turtleback Books
24335,The Trumpet of the Swan,0064408671,9780064408677,eng,252,2000-10-03T00:00:00,HarperCollins
24337,Ella Enchanted (Ella Enchanted #1),0590920685,9780590920681,eng,232,1998-09-01T00:00:00,Scholastic Books
24345,Sachs & Violens,1401210503,9781401210502,en-US,128,2006-12-06T00:00:00,DC Comics
24346,Nicomachean Ethics,1585100358,9781585100354,eng,240,2002-01-01T00:00:00,Focus
24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),0791077640,9780791077641,eng,98,2004-06-30T00:00:00,Chelsea House Publications
24378,His Dark Materials,185459768X,9781854597687,eng,236,2004-04-01T00:00:00,Nick Hern Books
24379,His Dark Materials: New Edition,1854598317,9781854598318,eng,192,2005-04-01T00:00:00,Nick Hern Books
24381,His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),0439994349,9780439994347,eng,1016,2001-11-16T00:00:00,Hippo/Scholastic
24384,The Cricket in Times Square,0440228891,9780440228899,eng,134,1999-05-11T00:00:00,Yearling
24394,Lucie Babbidge's House,038071812X,9780380718122,eng,242,1993-04-01T00:00:00,HarperCollins Publishers
24403,Nine Horses,0375755209,9780375755200,eng,144,2003-10-14T00:00:00,Random House Trade
24406,The Apple that Astonished Paris,155728024X,9781557280244,eng,61,1999-02-01T00:00:00,University of Arkansas Press
24414,The Circle (Dan Lenson  #3),0312929641,9780312929640,en-US,543,1993-06-15T00:00:00,St. Martin's Paperbacks
24424,The Sorority: Samantha (Sorority Trilogy  #3),0786015411,9780786015412,eng,288,2003-08-01T00:00:00,Pinnacle
24431,Trickster's Choice (Daughter of the Lioness  #1),0439968089,9780439968089,eng,453,2004-09-17T00:00:00,Scholastic Press
24432,Trickster's Choice (Daughter of the Lioness  #1),0307283798,9780307283795,eng,12,2005-12-13T00:00:00,Listening Library
24438,Video Girl Ai  Vol. 15: Len's Story,142150295X,9781421502953,en-US,208,2006-04-04T00:00:00,VIZ Media
24441,The Ships of Earth (Homecoming Saga #3),0812532635,9780812532630,eng,351,1995-01-15T00:00:00,Tor Books
24442,Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),0764222376,9780764222375,eng,429,1999-10-01T00:00:00,Bethany House Publishers
24450,Bait and Switch: The (Futile) Pursuit of the American Dream,0805081240,9780805081244,eng,248,2006-07-25T00:00:00,St. Martin's Press
24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,1400078008,9781400078004,en-US,410,2005-01-04T00:00:00,Anchor
24457,Fear of Falling: The Inner Life of the Middle Class,0060973331,9780060973339,eng,292,1990-09-26T00:00:00,Harper Perennial
24459,On Duties (De Officiis),0674990331,9780674990333,eng,448,1913-01-01T00:00:00,Harvard University Press
24472,Peony in Love,140006466X,9781400064663,eng,273,2007-06-26T00:00:00,Random House
24473,See How She Dies,0821776053,9780821776056,eng,510,2004-08-01T00:00:00,Zebra Books
24475,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,0743284887,9780743284882,en-US,374,2006-09-05T00:00:00,Scribner Book Company
24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,0743406567,9780743406567,eng,288,2002-05-01T00:00:00,Scribner
24478,i am 8-bit: Art Inspired by Classic Videogames of the '80s,0811853195,9780811853194,en-US,156,2006-03-30T00:00:00,Chronicle Books
24497,No Idle Hands: The Social History of American Knitting,0345362535,9780345362537,eng,512,1990-05-19T00:00:00,Ballantine
24510,How to be Idle,0060779683,9780060779689,en-US,289,2005-05-10T00:00:00,Harpercollins
24517,The Stuffed Owl: An Anthology of Bad Verse,1590170385,9781590170380,eng,264,2003-04-30T00:00:00,NYRB Classics
24520,The Complete Aubrey/Maturin Novels (5 Volumes),039306011X,9780393060119,eng,6576,2004-10-17T00:00:00,W. W. Norton  Company
24521,The Hundred Days (Aubrey & Maturin #19),0393319792,9780393319798,eng,281,1999-11-17T00:00:00,W. W. Norton  Company
24524,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),039306025X,9780393060256,eng,144,2004-10-17T00:00:00,W. W. Norton  Company
24525,The Truelove (Aubrey & Maturin #15),0393310167,9780393310160,eng,304,1993-07-17T00:00:00,W. W. Norton  Company
24526,Blue at the Mizzen (Aubrey & Maturin #20),039332107X,9780393321074,eng,262,2000-09-17T00:00:00,W. W. Norton  Company
24530,Field Guide to Home Buying in America,0671639617,9780671639617,eng,256,1988-05-15T00:00:00,Touchstone
24546,Gilliam on Gilliam (Directors on Directors),0571202802,9780571202805,eng,294,1999-11-15T00:00:00,Faber  Faber
24562,The Adventures of Baron Munchausen: The Illustrated Screenplay,155783041X,9781557830418,eng,238,1989-04-01T00:00:00,Rowman & Littlefield Publishers
24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,0679726489,9780679726487,eng,384,1989-11-12T00:00:00,Pantheon
24566,The Pythons Autobiography by The Pythons,0312311451,9780312311452,eng,368,2005-11-15T00:00:00,St. Martin's Griffin
24568,The Complete Monty Python's Flying Circus: All the Words: Volume 1,0679726470,9780679726470,eng,352,1989-11-12T00:00:00,Pantheon
24569,The Gangs of New York,1560252758,9781560252757,eng,384,2001-10-30T00:00:00,Basic Books
24572,All Around the Town,1560255218,9781560255215,eng,364,2003-10-24T00:00:00,Basic Books
24580,The Adventures of Tom Sawyer and Adventures of Huckleberry Finn,0451528646,9780451528643,eng,520,2002-12-03T00:00:00,Signet Classics
24581,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),1402714602,9781402714603,eng,224,2004-10-01T00:00:00,Sterling
24583,The Adventures of Tom Sawyer (Adventures of Tom and Huck  #1),0143039563,9780143039563,eng,244,2006-02-28T00:00:00,Penguin Classics
24589,The Moon in Hiding (The Green Lion Trilogy #2),0441542158,9780441542154,eng,208,1989-09-01T00:00:00,Ace
24591,The Short Stories  Vol 3,0743527291,9780743527293,eng,5,2003-03-01T00:00:00,Simon  Schuster Audio
24594,Selections from the Oakland Tribune Archives (Images of America: California),073854678X,9780738546780,eng,128,2006-10-30T00:00:00,Arcadia Publishing (SC)
24596,Sebastopol (Images of America: California),0738528528,9780738528526,eng,128,2003-09-21T00:00:00,Arcadia Publishing (SC)
24597,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),0738544922,9780738544922,eng,128,2006-10-23T00:00:00,Arcadia Publishing (SC)
24598,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),0738519383,9780738519388,eng,128,2002-03-05T00:00:00,Arcadia Publishing
24601,Paris Spleen,0811200078,9780811200073,eng,118,1970-01-17T00:00:00,New Directions
24603,The Writer of Modern Life: Essays on Charles Baudelaire,0674022874,9780674022874,eng,307,2006-11-01T00:00:00,Belknap Press
24604,Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),0486270920,9780486270920,fre,304,1992-05-01T00:00:00,Dover Publications
24605,On Wine and Hashish,1843910179,9781843910176,eng,88,2002-09-01T00:00:00,Hesperus Press
24606,Intimate Journals,0486447782,9780486447780,eng,128,2006-06-16T00:00:00,Dover Publications
24607,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),0714833657,9780714833651,eng,310,1995-08-24T00:00:00,Phaidon Press
24612,Candide,2038717001,9782038717006,fre,240,2007-05-01T00:00:00,Larousse Kingfisher Chambers
24613,Candide,0743280547,9780743280549,fre,286,2005-10-01T00:00:00,Kaplan
24614,The Handbook (The Encheiridion),0915145693,9780915145690,eng,35,1983-06-01T00:00:00,Hackett Publishing Company  Inc.
24617,A Manual for Living,0062511114,9780062511119,eng,96,1994-06-23T00:00:00,HarperOne
24620,Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),0674992407,9780674992405,eng,576,1928-01-01T00:00:00,Harvard University Press (Cambridge)
24626,A Stranger Came Ashore,0064400824,9780064400824,eng,163,1977-04-06T00:00:00,HarperCollins Publishers
24634,Rob Roy MacGregor,1897784317,9781897784310,eng,192,2012-09-01T00:00:00,Neil Wilson Publishing
24635,Rob Roy,0543899403,9780543899408,eng,537,2000-11-16T00:00:00,Adamant Media Corporation
24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),1581821298,9781581821291,eng,288,2000-10-20T00:00:00,Cumberland House Publishing
24647,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,0140367381,9780140367386,eng,262,1994-11-01T00:00:00,Puffin Books
